	type	cluster	gustatory	hygrosensory	mechanosensory	mechanosensory_auditory	mechanosensory_eye_bristle	mechanosensory_head_bristle	mechanosensory_jo	mechanosensory_taste_peg	ocellar	olfactory	thermosensory	visual_projection	visual
462	oviDNb	7	5.02409638554217	6.70481927710843	6.03915662650602	7.68975903614458	7.2289156626506	6.6144578313253	7.24397590361446	7.01506024096386	9.1144578313253	6.00301204819277	6.87048192771084	4.57228915662651	7.56024096385542
463	oviDNb’	7	4.79216867469879	6.18825301204819	5.86897590361446	7.46536144578313	6.84789156626506	6.37198795180723	6.91265060240964	6.93373493975904	9.1144578313253	5.16265060240964	6.40060240963855	4.02259036144578	7.23343373493976
464	oviDNd	7	4.54216867469879	6.64457831325301	6.07831325301205	7.76506024096386	7.46987951807229	6.86144578313253	7.24698795180723	7.09036144578313	9.25903614457831	5.9789156626506	6.99096385542169	4.59036144578313	7.47590361445783
465	oviDNv	7	4.55120481927711	5.71686746987952	5.91867469879518	7.66867469879518	7.08132530120482	6.45481927710843	6.92771084337349	6.94578313253012	9.45180722891566	4.25602409638554	6.03012048192771	4.23493975903614	7.51807228915663
466	oviDNx	7	5.57831325301205	6.78614457831325	6.23493975903614	8.22740963855422	7.65963855421687	7.21536144578313	7.62951807228916	7.55421686746988	9.48644578313253	6.24548192771084	7.15813253012048	5.05271084337349	7.77861445783132
467	DNp25	8	4.46385542168675	4.43072289156627	5.4066265060241	7.7710843373494	7.13855421686747	6.3644578313253	7.05722891566265	6.56325301204819	9.01204819277108	4.98493975903614	5.26506024096386	4.24096385542169	7.24096385542169
468	DNp44	8	4.81626506024096	3.35542168674699	5.64457831325301	7.56927710843373	6.79819277108434	6.32228915662651	6.55421686746988	7.46385542168675	9.18373493975904	4.57831325301205	4.5210843373494	4.06024096385542	7.05120481927711
469	DNb05	9	7.35542168674699	4.99698795180723	4.63253012048193	6.10542168674699	6.49096385542169	6.08433734939759	4.82228915662651	8.81325301204819	8.16265060240964	4.39457831325301	5.06024096385542	2.4789156626506	6.24698795180723
470	DNg30	9	5.81927710843373	5.43373493975904	4.88855421686747	5.62048192771084	5.6144578313253	5.55421686746988	5.40361445783132	8.2710843373494	8.50602409638554	5.34638554216867	6.21987951807229	3.72289156626506	6.60542168674699
15	DNde006	10	5.5933734939759	7.26506024096386	2.87349397590361	6.43674698795181	3.53012048192771	3.39156626506024	4.99397590361446	6.92771084337349	8.98493975903614	6.34939759036145	7.52409638554217	4.33132530120482	7.72289156626506
16	DNg12_b	10	5.69310575635877	7.80087014725569	3.55957161981258	6.56526104417671	4.09872824631861	3.95180722891566	4.9330655957162	6.33701472556894	8.6214859437751	6.77008032128514	7.86947791164659	4.8309906291834	8.09738955823293
17	DNg12_e	10	5.66566265060241	7.75753012048193	2.86822289156627	6.91265060240964	3.34713855421687	3.5316265060241	5.50978915662651	6.50978915662651	9.09036144578313	6.75376506024096	7.81701807228916	4.93222891566265	8.27786144578313
18	DNg15	10	6.45481927710843	8.00903614457831	2.16867469879518	6.12951807228916	3.24397590361446	2.26807228915663	4.31626506024096	7.60240963855422	9.62951807228916	6.5	8.19277108433735	5.33433734939759	8.8855421686747
19	DNg35	10	5.56626506024096	7.66265060240964	2.42771084337349	6.37951807228916	3.33433734939759	2.7921686746988	4.50602409638554	6.37650602409639	8.97289156626506	6.25903614457831	7.73493975903614	4.54518072289157	8.12349397590361
20	DNg39	10	6.1566265060241	7.18072289156627	3.12951807228916	6.28614457831325	4.27710843373494	3.60240963855422	4.84638554216867	6.94578313253012	8.28313253012048	6.06024096385542	7.43072289156627	3.7710843373494	7.29518072289157
21	DNg57	10	6.37650602409639	7.68975903614458	2.33433734939759	6.58132530120482	3.53012048192771	2.57228915662651	4.25301204819277	7.32228915662651	9.25602409638554	6.30120481927711	7.71987951807229	4.72289156626506	8.20481927710843
22	DNg62	10	5.50602409638554	7.41566265060241	3.33433734939759	6.27710843373494	3.69277108433735	3.81024096385542	4.87349397590361	6.60240963855422	8.8433734939759	6.56325301204819	7.56927710843373	4.71385542168675	8.03012048192771
23	DNg81	10	6.32228915662651	7.87650602409639	2.30421686746988	6.26807228915663	2.85240963855422	2.52710843373494	4.59638554216867	7.76204819277108	9.28915662650602	6.63253012048193	7.80421686746988	4.87951807228916	8.27710843373494
24	DNge008	10	5.96084337349398	7.58132530120482	2.95180722891566	6.55421686746988	4.68072289156627	2.95783132530121	5.22289156626506	6.56325301204819	8.31024096385542	6.26807228915663	7.68072289156627	4.21084337349398	7.71686746987952
25	DNge011	10	6.23192771084337	7.33734939759036	2.56626506024096	6.01807228915663	2.98493975903614	3.31024096385542	3.88855421686747	7.32228915662651	9.08734939759036	5.51204819277108	7.30722891566265	4.76807228915663	8.13855421686747
26	DNge012	10	5.87048192771084	7.61144578313253	2.67469879518072	6.66265060240964	3.92771084337349	2.80120481927711	4.71084337349398	6.81626506024096	8.91566265060241	6.3855421686747	7.68373493975904	4.78614457831325	8.10542168674699
27	DNge019	10	5.50903614457831	7.67269076305221	3.21435742971888	6.82530120481928	4.01807228915663	3.56325301204819	5.44979919678715	6.24899598393574	8.94226907630522	6.90461847389558	7.75050200803213	4.964859437751	8.24598393574297
28	DNge039	10	5.47590361445783	7.67771084337349	2.8644578313253	6.19578313253012	3.2078313253012	3.64457831325301	4.57228915662651	6.21084337349398	9.11746987951807	6.59638554216867	7.67771084337349	4.98192771084337	8.23493975903614
29	DNge044	10	5.91566265060241	7.78313253012048	2.78614457831325	6.68674698795181	3.59036144578313	3.10843373493976	4.96987951807229	6.87349397590361	8.95180722891566	6.78012048192771	7.75903614457831	4.69578313253012	8.20481927710843
30	DNge054	10	6.90060240963855	6.80722891566265	2.81024096385542	5.76807228915663	3.81325301204819	3.3855421686747	4.33132530120482	7.8433734939759	8.46987951807229	5.31927710843373	6.91566265060241	3.21686746987952	6.99397590361446
31	DNge065	10	5.43373493975904	7.78313253012048	2.41867469879518	6.5	4.05421686746988	2.54518072289157	4.62951807228916	6.29518072289157	8.91566265060241	6.46686746987952	7.77710843373494	4.67469879518072	8.12650602409639
32	DNge078	10	5.3855421686747	7.42168674698795	2.73493975903614	6.66867469879518	3.81626506024096	3.62650602409639	5.01506024096386	6.5210843373494	8.95180722891566	6.85843373493976	7.61746987951807	5.00903614457831	8.14457831325301
33	DNge105	10	5.20783132530121	7.5933734939759	2.90060240963855	6.81927710843373	3.30120481927711	3.48795180722892	5.33734939759036	5.99397590361446	8.7289156626506	6.43674698795181	7.60843373493976	4.55421686746988	7.94578313253012
34	DNge128	10	5.8433734939759	7.7710843373494	2.45481927710843	6.75903614457831	3.86144578313253	2.50301204819277	5.16265060240964	6.43072289156627	8.90361445783132	6.67469879518072	7.81626506024096	4.45783132530121	7.99397590361446
35	DNge133	10	6.55722891566265	7.62951807228916	2.18674698795181	6.31626506024096	2.89156626506024	2.37048192771084	4.34939759036145	8.14759036144578	9.7710843373494	6.14759036144578	7.85843373493976	4.99096385542169	8.44578313253012
36	DNg12_a	11	5.47289156626506	7.80873493975904	3.66792168674699	6.79442771084337	4.3441265060241	3.94879518072289	5.39231927710843	5.875	8.33433734939759	7.04066265060241	7.91039156626506	4.74548192771084	8.04894578313253
37	DNg12_c	11	5.60642570281125	7.76204819277108	3.53413654618474	6.78212851405623	4.1074297188755	3.89056224899598	5.3714859437751	6.30923694779116	8.48293172690763	7.01706827309237	7.83132530120482	4.79216867469879	8.08132530120482
38	DNg12_d	11	5.47289156626506	7.82831325301205	3.5933734939759	6.80421686746988	4.24698795180723	3.85240963855422	5.4066265060241	6.08132530120482	8.1355421686747	7.19578313253012	7.92771084337349	4.62349397590361	7.91566265060241
39	DNg17	11	5.50602409638554	7.22590361445783	3.71385542168675	6.61144578313253	4.14457831325301	4.10843373493976	5.3433734939759	6.72289156626506	8.72289156626506	6.57228915662651	7.43373493975904	4.54518072289157	7.76204819277108
40	DNg21	11	5.5	7.38253012048193	3.57228915662651	6.7289156626506	4.9066265060241	4.21084337349398	5.54819277108434	6.5933734939759	8.73192771084337	6.83734939759036	7.49397590361446	4.4789156626506	7.78313253012048
41	DNg22	11	5.38253012048193	7.30421686746988	3.48795180722892	6.58132530120482	4.32831325301205	3.79819277108434	5.24698795180723	6.82831325301205	8.75	6.56024096385542	7.45783132530121	4.42469879518072	7.68674698795181
42	DNg38	11	4.30120481927711	7.42469879518072	3.96084337349398	7.47289156626506	5.79216867469879	4.15060240963855	6.1355421686747	4.96686746987952	8.65060240963856	6.83132530120482	7.62048192771084	4.8644578313253	8.22289156626506
43	DNg47	11	4.09638554216868	7.45783132530121	4.10843373493976	7.42771084337349	5.83734939759036	4.32530120481928	6.27409638554217	4.79518072289157	8.97590361445783	6.79216867469879	7.49397590361446	4.84036144578313	8.16867469879518
44	DNg60	11	4.15963855421687	7.23493975903614	4.34939759036145	7.37650602409639	6.53313253012048	5.0210843373494	6.32530120481928	4.76807228915663	8.9066265060241	6.73795180722892	7.37951807228916	4.76204819277108	8.07530120481928
45	DNg73	11	5.35542168674699	7.86746987951807	3.78915662650602	6.9066265060241	4.65963855421687	4.05120481927711	5.45783132530121	5.88855421686747	8.22590361445783	7.04819277108434	7.87349397590361	4.69578313253012	8.1566265060241
46	DNge001	11	4.46234939759036	7.52861445783132	3.53915662650602	7.36144578313253	5.02710843373494	3.82228915662651	6.00602409638554	4.97590361445783	9.17319277108434	7.11144578313253	7.81024096385542	5.35090361445783	8.46084337349398
47	DNge002	11	4.87048192771084	7.6355421686747	3.07831325301205	7.08734939759036	4.98192771084337	3.23192771084337	5.80421686746988	5.45180722891566	8.83734939759036	7.16867469879518	7.90963855421687	5.07228915662651	8.39156626506024
48	DNge003	11	4.31325301204819	7.79518072289157	3.5933734939759	7.56024096385542	5.94879518072289	3.94578313253012	6.45481927710843	4.5210843373494	9.41566265060241	7.45481927710843	8.10240963855422	5.53313253012048	8.66867469879518
49	DNge009	11	3.31325301204819	7.19277108433735	3.75602409638554	7.57228915662651	5.24397590361446	3.85542168674699	6.1355421686747	5.22590361445783	9.44578313253012	6.95481927710843	7.56024096385542	5.49096385542169	8.47289156626506
50	DNge020	11	5.14382530120482	7.69503012048193	3.62801204819277	6.80496987951807	4.3335843373494	4.00451807228916	5.25451807228916	5.71084337349398	8.90963855421687	6.94653614457831	7.84713855421687	5.125	8.38102409638554
51	DNge022	11	5.08433734939759	7.55722891566265	3.64759036144578	6.99698795180723	4.44578313253012	4.13253012048193	5.3433734939759	5.7289156626506	8.87951807228916	6.96987951807229	7.81626506024096	5.27409638554217	8.31325301204819
52	DNge023	11	4.20481927710843	7.6566265060241	4.04518072289157	7.33734939759036	6.22289156626506	4.55120481927711	6.4066265060241	4.75301204819277	8.91265060240964	6.9789156626506	7.66265060240964	4.90361445783133	8.16867469879518
53	DNge024	11	4.64457831325301	7.31124497991968	3.26204819277108	7.16465863453815	4.45783132530121	3.70582329317269	5.64759036144578	5.5210843373494	9.30923694779116	6.90461847389558	7.60240963855422	5.31024096385542	8.50200803212851
54	DNge027	11	5.25602409638554	7.38855421686747	3.72590361445783	6.85843373493976	4.43975903614458	4.22590361445783	5.53313253012048	6.26204819277108	8.69879518072289	6.94879518072289	7.53313253012048	4.80120481927711	8.03614457831325
55	DNge028	11	4.43072289156627	7.63855421686747	3.55421686746988	7.21385542168675	5.43674698795181	4.02710843373494	6.09638554216868	4.58734939759036	9.24698795180723	7.15361445783133	7.88855421686747	5.20783132530121	8.49096385542169
56	DNge029	11	5.17168674698795	7.79518072289157	3.40963855421687	6.96686746987952	5.05722891566265	3.67168674698795	5.50602409638554	5.79518072289157	8.41566265060241	7.15361445783133	7.97289156626506	4.78012048192771	8.00301204819277
57	DNge031	11	4.43373493975904	7.79819277108434	3.78012048192771	7.29819277108434	5.66867469879518	3.99096385542169	5.99096385542169	5.26204819277108	8.5210843373494	6.98192771084337	7.84939759036145	4.77409638554217	8.25602409638554
58	DNge051	11	4.51506024096386	7.89156626506024	3.46385542168675	7.57831325301205	5.75	3.66566265060241	6.25301204819277	4.96084337349398	9.08433734939759	7.34638554216867	7.93373493975904	5.43373493975904	8.76506024096386
59	DNge059	11	4.50602409638554	7.66265060240964	3.78313253012048	7.52409638554217	5.9066265060241	4.01807228915663	6.40963855421687	5.03915662650602	9.13855421686747	7.33734939759036	7.87650602409639	5.31325301204819	8.55722891566265
60	DNge061	11	5.53614457831325	8.18072289156627	4.54216867469879	6.59638554216868	6.32530120481928	4.63253012048193	6.09638554216868	5.90361445783132	9.27710843373494	7.57831325301205	8.23493975903614	5.1144578313253	8.23493975903614
61	DNge063	11	5.01506024096386	7.24397590361446	3.48493975903614	6.7710843373494	4.87650602409639	4.4789156626506	5.56024096385542	6.54518072289157	8.77710843373494	6.37349397590361	7.30421686746988	4.39457831325301	7.68975903614458
62	DNge076	11	4.53012048192771	7.70180722891566	3.88855421686747	7.69879518072289	6.21385542168675	4.35240963855422	6.58433734939759	4.6144578313253	9.28915662650602	7.33734939759036	7.85542168674699	5.47590361445783	8.65963855421687
63	DNge080	11	4.26807228915663	7.49096385542169	3.9066265060241	7.67469879518072	6.18674698795181	4.12048192771084	6.43674698795181	4.87951807228916	9.10542168674699	6.98493975903614	7.42469879518072	5.23493975903614	8.4789156626506
64	DNge098	11	4.0210843373494	7.45481927710843	3.73192771084337	7.75903614457831	6.37349397590361	3.88855421686747	6.64759036144578	4.60542168674699	9.13253012048193	7.16867469879518	7.67168674698795	5.16867469879518	8.39156626506024
65	DNge100	11	4.95481927710843	7.84638554216867	2.52409638554217	7.35843373493976	4.47590361445783	2.85542168674699	5.68674698795181	5.82228915662651	9.1355421686747	7.02409638554217	7.96084337349398	5.1566265060241	8.42469879518072
66	DNge106	11	4.76204819277108	7.87650602409639	3.89457831325301	7.25903614457831	5.53012048192771	4.09036144578313	6.12349397590361	5.21084337349398	8.72590361445783	7.1355421686747	7.93674698795181	5.04518072289157	8.31325301204819
67	DNge137	11	4.62048192771084	7.25602409638554	3.85843373493976	7.79518072289157	5.9066265060241	4.69277108433735	6.55722891566265	5.23493975903614	9.43975903614458	7.22289156626506	7.57228915662651	5.63253012048193	8.68373493975904
68	DNge143	11	4.88253012048193	7.68072289156627	3.65963855421687	6.96686746987952	4.71987951807229	3.93072289156627	5.59036144578313	5.49698795180723	8.62650602409639	7.07228915662651	7.85843373493976	4.89156626506024	8.14156626506024
69	DNge146	11	4.38253012048193	7.74698795180723	3.82530120481928	7.71385542168675	6.18674698795181	4.05120481927711	6.5	4.57228915662651	9.28915662650602	7.34638554216867	7.90361445783132	5.40963855421687	8.75602409638554
70	DNge153	11	4.67469879518072	7.77710843373494	2.98192771084337	6.91566265060241	4.42168674698795	3.24096385542169	5.6144578313253	5.70481927710843	9.31325301204819	7.03012048192771	8.19277108433735	5.31325301204819	8.59638554216867
71	DNge173	11	4.19277108433735	7.4066265060241	4.4066265060241	7.57530120481928	6.48795180722892	4.96686746987952	6.70180722891566	4.88253012048193	9.03313253012048	6.88253012048193	7.3433734939759	5.09939759036145	8.38253012048193
72	DNge174	11	4.3644578313253	7.38855421686747	4.65060240963855	7.49096385542169	6.46084337349398	5.29819277108434	6.49096385542169	4.89156626506024	8.88253012048193	6.81626506024096	7.37048192771084	4.8433734939759	8.19578313253012
73	DNd02	12	4.76204819277108	6.87349397590361	4.39759036144578	6.65963855421687	5.50903614457831	4.73795180722892	5.71385542168675	6.6355421686747	8.47289156626506	5.81927710843373	6.92469879518072	3.65361445783132	7.10240963855422
74	DNd04	12	4.50301204819277	6.2710843373494	3.94277108433735	6.60542168674699	5	4.35240963855422	5.46385542168675	6.68674698795181	9.2710843373494	5.90963855421687	6.57831325301205	4.37951807228916	7.69578313253012
75	DNde001	12	4.45481927710843	6.2710843373494	4.07530120481928	6.56325301204819	5.20783132530121	4.75602409638554	5.60240963855422	6.99698795180723	8.89759036144578	5.58132530120482	6.43072289156627	3.93072289156627	7.25903614457831
76	DNg100	12	5.82831325301205	7.39759036144578	4.60843373493976	6.66867469879518	5.69578313253012	4.93072289156627	5.82831325301205	6.51204819277108	8.30421686746988	6.6144578313253	7.43975903614458	4.01807228915663	7.35843373493976
77	DNg102	12	5.92469879518072	7.23644578313253	4.74096385542169	6.50753012048193	5.4894578313253	5.04668674698795	5.60692771084337	6.90813253012048	8.23644578313253	6.39457831325301	7.31626506024096	3.87650602409639	7.30572289156627
78	DNg104	12	5.08433734939759	6.91265060240964	4.68975903614458	6.60240963855422	5.57530120481928	5.56325301204819	5.92469879518072	6.62951807228916	8.64457831325301	6.01807228915663	6.94879518072289	3.59036144578313	6.93373493975904
79	DNg107	12	5.42469879518072	7.65060240963855	4.13253012048193	7.03012048192771	5.35240963855422	4.41867469879518	5.71385542168675	6.12349397590361	8.28915662650602	6.68674698795181	7.58132530120482	4.12951807228916	7.66265060240964
80	DNg109	12	6.05120481927711	7.47590361445783	4.67168674698795	6.85542168674699	5.61144578313253	5.11746987951807	5.86144578313253	7.03313253012048	8.04819277108434	6.62048192771084	7.49397590361446	3.81626506024096	7.20180722891566
81	DNg16	12	5.69277108433735	7.56626506024096	4.11746987951807	6.55722891566265	5.33433734939759	4.43975903614458	5.59939759036145	6.26506024096386	8.31626506024096	6.68674698795181	7.6355421686747	4.17771084337349	7.52409638554217
82	DNg31	12	4.78614457831325	7.5933734939759	3.94578313253012	7.17469879518072	5.66867469879518	4.28313253012048	5.83433734939759	5.46084337349398	8.51506024096386	6.76807228915663	7.6355421686747	4.45180722891566	7.87650602409639
83	DNg34	12	6.03915662650602	7.26204819277108	4.62048192771084	6.83734939759036	5.96987951807229	4.93373493975904	5.88855421686747	6.87951807228916	8.14457831325301	6.43975903614458	7.29518072289157	3.72289156626506	7.09939759036145
84	DNg43	12	5.82831325301205	7.49397590361446	4.58433734939759	6.57530120481928	5.56325301204819	4.93072289156627	5.56325301204819	6.71084337349398	8.22289156626506	6.48795180722892	7.5210843373494	3.94277108433735	7.28915662650602
85	DNg44	12	5.46385542168675	7.44578313253012	4.59638554216867	6.7710843373494	5.75903614457831	4.91566265060241	5.95783132530121	5.96686746987952	8.37650602409639	6.64759036144578	7.53614457831325	4.07530120481928	7.49397590361446
86	DNg52	12	6.13102409638554	7.57530120481928	5.04668674698795	6.6355421686747	6.05722891566265	5.40210843373494	5.88253012048193	6.70180722891566	8.2816265060241	6.74096385542169	7.57981927710843	3.8960843373494	7.36295180722892
87	DNg66	12	5.46987951807229	6.65060240963855	5.21686746987952	7.25903614457831	6.28313253012048	5.65060240963855	6.13253012048193	7.10843373493976	8.49397590361446	6.24096385542169	6.85542168674699	4.06626506024096	7.30722891566265
88	DNg69	12	5.35843373493976	7.31927710843373	4.66867469879518	5.95783132530121	5.84939759036145	5.21385542168675	5.35843373493976	6.49096385542169	8.4066265060241	6.78313253012048	7.42771084337349	4.06927710843373	7.39156626506024
89	DNg70	12	4.37650602409639	6.49096385542169	4.66265060240964	7.31325301204819	6.18373493975904	5.67771084337349	6.6566265060241	6.59939759036145	9.08132530120482	6.21385542168675	6.81325301204819	4.64759036144578	7.59036144578313
90	DNg77	12	4.27409638554217	7.09036144578313	4.36144578313253	6.42469879518072	5.51204819277108	4.79216867469879	5.72590361445783	6.10240963855422	8.80421686746988	6.70481927710843	7.26506024096386	4.56927710843373	7.69879518072289
91	DNg88	12	5.67771084337349	7.71385542168675	4.69578313253012	6.79819277108434	5.71084337349398	4.92168674698795	5.84036144578313	6.20783132530121	8.10542168674699	6.79518072289157	7.55120481927711	3.9789156626506	7.49698795180723
92	DNg96	12	5.43975903614458	7.68373493975904	4.12951807228916	6.76204819277108	5.3644578313253	4.50903614457831	5.68975903614458	6.15963855421687	8.26506024096386	6.63253012048193	7.59638554216867	4.15060240963855	7.60542168674699
93	DNge007	12	5.64156626506024	7.63253012048193	4.20783132530121	6.69578313253012	5.18975903614458	4.39759036144578	5.6144578313253	6.3855421686747	8.19277108433735	6.51204819277108	7.69879518072289	4.20783132530121	7.51204819277108
94	DNge018	12	5.84939759036145	7.73795180722892	4.28915662650602	6.60843373493976	5.05421686746988	4.49096385542169	5.48493975903614	6.46385542168675	7.99397590361446	6.66867469879518	7.74096385542169	4.14457831325301	7.51204819277108
95	DNge034	12	5.04518072289157	7.7289156626506	4.19578313253012	7.1144578313253	5.36144578313253	4.46686746987952	5.97289156626506	5.62349397590361	8.04819277108434	6.73493975903614	7.70180722891566	4.1355421686747	7.51506024096386
96	DNge035	12	6.07530120481928	7.56626506024096	5.09036144578313	6.18674698795181	5.91265060240964	5.52409638554217	5.73795180722892	6.75602409638554	8.37349397590361	6.93674698795181	7.71084337349398	4.27409638554217	7.58132530120482
97	DNge037	12	5.63253012048193	7.52409638554217	3.82530120481928	6.59638554216868	5.11746987951807	4.07530120481928	5.61144578313253	6.3433734939759	8.14457831325301	6.51807228915663	7.57228915662651	4.12048192771084	7.5
98	DNge040	12	5.73192771084337	7.7289156626506	4.21385542168675	6.77710843373494	5.37951807228916	4.41867469879518	5.5933734939759	6.30722891566265	8.14759036144578	6.75903614457831	7.79216867469879	3.97590361445783	7.48192771084337
99	DNge042	12	4.71686746987952	7.64156626506024	4.09638554216867	7.1144578313253	5.69879518072289	4.42771084337349	6.00903614457831	5.12650602409639	8.60843373493976	6.9066265060241	7.70783132530121	4.66566265060241	8.0210843373494
100	DNge046	12	5.86144578313253	7.47590361445783	4.60843373493976	6.10090361445783	5.76506024096386	4.94728915662651	5.54819277108434	6.59487951807229	8.30572289156627	6.81777108433735	7.55271084337349	4.19126506024096	7.4683734939759
101	DNge050	12	5.99397590361446	7.55120481927711	5.09036144578313	6.46987951807229	5.98795180722892	5.53614457831325	5.79518072289157	6.64156626506024	8.28915662650602	6.9066265060241	7.55722891566265	4.06626506024096	7.43975903614458
102	DNge058	12	5.68373493975904	7.71686746987952	3.97590361445783	6.92771084337349	5.08433734939759	4.1144578313253	5.71987951807229	6.46084337349398	8.21084337349398	6.59036144578313	7.68072289156627	3.75903614457831	7.19277108433735
103	DNge060	12	5.41867469879518	7.62951807228916	4.03915662650602	6.70481927710843	5.04518072289157	4.32831325301205	5.26807228915663	6.15963855421687	7.95481927710843	6.47289156626506	7.66867469879518	3.92168674698795	7.26204819277108
104	DNge062	12	4.71686746987952	7.65361445783133	3.98493975903614	7.04518072289157	5.5933734939759	4.15361445783133	6	5.34939759036145	8.40963855421687	6.83132530120482	7.77409638554217	4.48192771084337	7.90361445783133
105	DNge064	12	5.90361445783133	7.36144578313253	4.60240963855422	5.97289156626506	5.53915662650602	5.09638554216868	5.35240963855422	6.63253012048193	8.33433734939759	6.8644578313253	7.51807228915663	4.21987951807229	7.28012048192771
106	DNge068	12	5.54216867469879	7.56927710843373	3.98192771084337	6.72590361445783	5.10542168674699	4.30722891566265	5.49698795180723	6.15361445783133	8.2289156626506	6.48493975903614	7.64156626506024	4.29216867469879	7.67469879518072
107	DNge069	12	5.76807228915663	7.49096385542169	4.12650602409639	6.80120481927711	5.03915662650602	4.48192771084337	5.53012048192771	6.49397590361446	8.3433734939759	6.4066265060241	7.55120481927711	3.92469879518072	7.48493975903614
108	DNge073	12	6	7.54518072289157	5.0933734939759	6.32228915662651	5.96987951807229	5.55421686746988	5.73192771084337	6.80722891566265	8.48192771084337	6.84638554216867	7.64156626506024	4.15060240963855	7.48493975903614
109	DNge074	12	5.79819277108434	7.47289156626506	4.54819277108434	6.6355421686747	5.47289156626506	5	5.76204819277108	7.28313253012048	9.10843373493976	6.58734939759036	7.67469879518072	4.34638554216868	7.75
110	DNge079	12	5.98795180722892	7.31927710843373	4.5933734939759	5.84638554216868	5.70180722891566	5.2289156626506	5.35240963855422	6.71987951807229	8.52409638554217	6.75301204819277	7.49397590361446	4.17168674698795	7.54819277108434
111	DNge081	12	5.92469879518072	7.57831325301205	4.15060240963855	6.79518072289157	5.14759036144578	4.31626506024096	5.4789156626506	6.79518072289157	8.16867469879518	6.47289156626506	7.62650602409639	3.99397590361446	7.41867469879518
112	DNge082	12	5.37650602409639	7.35542168674699	4.3433734939759	6.42469879518072	5.53012048192771	5.04518072289157	5.74698795180723	6.73493975903614	8.5933734939759	6.84939759036145	7.44879518072289	4.36144578313253	7.52710843373494
113	DNge101	12	4.48192771084337	7.37951807228916	4.25903614457831	7.08132530120482	5.8855421686747	4.7289156626506	5.90963855421687	5.06325301204819	8.29518072289157	6.41867469879518	7.44277108433735	4.37048192771084	7.71385542168675
114	DNge125	12	5.58132530120482	7.69879518072289	4.10843373493976	6.65060240963855	5.17469879518072	4.2710843373494	5.60542168674699	6.17168674698795	7.6566265060241	6.78915662650602	7.79216867469879	4.04819277108434	7.46385542168675
115	DNge129	12	5.56325301204819	7.44277108433735	4.64156626506024	6.58734939759036	5.43975903614458	4.94277108433735	5.69879518072289	6.46084337349398	8.31325301204819	6.6144578313253	7.41265060240964	3.99397590361446	7.32831325301205
116	DNge134	12	6.09638554216867	7.53614457831325	4.54819277108434	6.94578313253012	6.06325301204819	5.43072289156627	5.98795180722892	7.04819277108434	8.29819277108434	6.8855421686747	7.57831325301205	4.03012048192771	7.50301204819277
117	DNge135	12	5.78012048192771	7.54518072289157	4.9066265060241	6.69578313253012	5.90963855421687	5.33433734939759	5.72289156626506	6.60843373493976	8.21987951807229	6.76807228915663	7.53313253012048	3.90963855421687	7.37650602409639
118	DNge139	12	5.73795180722892	7.41265060240964	4.59638554216868	6.27710843373494	5.88855421686747	5.06325301204819	5.57530120481928	6.37650602409639	8.47590361445783	6.83132530120482	7.50602409638554	4.22590361445783	7.45783132530121
119	DNge142	12	4.58132530120482	6.76506024096386	4.00301204819277	6.60843373493976	4.71686746987952	4.33734939759036	5.62650602409639	6.83734939759036	9.09939759036144	5.96686746987952	6.90060240963855	4.26204819277108	7.60843373493976
120	DNge147	12	4.73795180722892	6.80120481927711	4.42771084337349	6.93975903614458	5.3855421686747	4.68072289156627	5.73795180722892	5.87349397590361	8.53313253012048	5.96686746987952	6.79518072289157	4.06927710843373	7.44578313253012
121	DNge149	12	5.7710843373494	7.33132530120482	4.54819277108434	6.80722891566265	5.48192771084337	4.75301204819277	5.90361445783132	6.63855421686747	8.30722891566265	6.55421686746988	7.2710843373494	3.98192771084337	7.25903614457831
122	DNge150	12	4.48192771084337	6.86144578313253	4.96385542168675	7.37951807228916	6.63855421686747	6.09036144578313	6.51807228915663	6.56024096385542	8.54819277108434	6.46987951807229	7.1566265060241	4.13253012048193	7.36144578313253
123	DNp14	12	5.48493975903614	6.51506024096386	4.94578313253012	7.02710843373494	5.99397590361446	5.70180722891566	6.26506024096386	6.93373493975904	8.56325301204819	6.5	6.90060240963855	4.25602409638554	7.18373493975904
124	DNpe029	12	5.13102409638554	6.68825301204819	5.11144578313253	6.88855421686747	5.55722891566265	5.42018072289157	6.0933734939759	7.33132530120482	8.70331325301205	5.54367469879518	6.79969879518072	3.19427710843373	6.7710843373494
125	DNpe030	12	2.96385542168675	6.94277108433735	3.90361445783132	6.49397590361446	4.42168674698795	4.6355421686747	5.76204819277108	6.99698795180723	9.36746987951807	6.03313253012048	6.91867469879518	4.31024096385542	7.76506024096386
126	DNg09	13	7.63253012048193	6.76731927710843	3.13403614457831	3.77861445783133	6.01280120481928	5.35466867469879	3.125	8.59789156626506	7.79668674698795	6.61521084337349	6.98117469879518	4.30346385542169	7.64909638554217
127	DNg24	13	7.33734939759036	7.2289156626506	2.87048192771084	3.52409638554217	5.03614457831325	4.53915662650602	2.95180722891566	8.33132530120482	8.25301204819277	6.51204819277108	7.34939759036145	4.65963855421687	7.95180722891566
128	DNg29	13	7.5933734939759	7.25602409638554	2.57228915662651	3.75	5.34638554216867	4.64156626506024	2.57530120481928	8.67771084337349	8.3644578313253	6.86144578313253	7.51807228915663	4.59939759036145	8.03313253012048
